training episode 82 of 100 complete,  explore val = 0.01, episode reward = 115.0
training episode 83 of 100 complete,  explore val = 0.01, episode reward = 13.0
training episode 84 of 100 complete,  explore val = 0.01, episode reward = 10.0
training episode 85 of 100 complete,  explore val = 0.01, episode reward = 14.0
training episode 86 of 100 complete,  explore val = 0.01, episode reward = 12.0
training episode 87 of 100 complete,  explore val = 0.01, episode reward = 437.0
training episode 88 of 100 complete,  explore val = 0.01, episode reward = 154.0
training episode 89 of 100 complete,  explore val = 0.01, episode reward = 172.0
training episode 90 of 100 complete,  explore val = 0.01, episode reward = 154.0
training episode 91 of 100 complete,  explore val = 0.01, episode reward = 153.0
training episode 92 of 100 complete,  explore val = 0.01, episode reward = 145.0
training episode 93 of 100 complete,  explore val = 0.01, episode reward = 143.0
training episode 94 of 100 complete,  explore val = 0.01, episode reward = 134.0
training episode 95 of 100 complete,  explore val = 0.01, episode reward = 150.0
